Image Name,IOU,Dice,mIoU,mDice
03022237_03030155_03030226_ch4.jpg,0.21255968570565126,0.3505966563319343,0.1525117589031698,0.249812545520507
04052229_04060147_04060245_ch4.jpg,0.3661299924730985,0.5360104740988743,0.1525117589031698,0.249812545520507
04092234_04100152_04100253_ch4.jpg,0.08334739053703948,0.1538701090067191,0.1525117589031698,0.249812545520507
04230255_04230613_04230856_ch4.jpg,0.00022388488686249535,0.00044766954727904634,0.1525117589031698,0.249812545520507
05080211_05080528_05080803_ch4.jpg,0.2173426835136243,0.3570772412026278,0.1525117589031698,0.249812545520507
08170150_08170507_08170734_ch4.jpg,0.1035217352188799,0.1876206547002841,0.1525117589031698,0.249812545520507
08190243_08190601_08190855_ch4.jpg,0.05408380273253793,0.10261765258575195,0.1525117589031698,0.249812545520507
08211016_08211338_08211519_ch4.jpg,0.10816734082179025,0.19521842385568944,0.1525117589031698,0.249812545520507
08220814_08221005_08221328_ch4.jpg,0.09047475169731561,0.1659364447576477,0.1525117589031698,0.249812545520507
12300143_12300500_12300756_ch4.jpg,0.28926632144489806,0.44873012911826227,0.1525117589031698,0.249812545520507
