Model,Image,IOU,Dice
p2e3,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p2e3,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p2e3,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p2e3,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p2e3,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p2e3,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p2e3,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p2e3,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p2e5,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p2e5,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p2e5,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p2e5,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p2e5,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p2e5,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p2e5,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p2e5,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p2e5,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p2e5,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p3e1,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p3e1,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p3e1,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p3e1,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p3e1,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p3e1,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p3e1,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p3e1,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p3e1,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p3e1,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p3e3,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p3e3,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p3e3,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p3e3,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p3e3,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p3e3,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p3e3,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p3e3,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p3e3,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p3e3,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p3e5,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p3e5,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p3e5,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p3e5,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p3e5,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p3e5,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p3e5,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p3e5,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p3e5,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p3e5,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p4e1,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p4e1,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p4e1,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p4e1,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p4e1,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p4e1,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p4e1,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p4e1,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p4e1,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p4e1,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p4e3,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p4e3,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p4e3,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p4e3,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p4e3,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p4e3,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p4e3,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p4e3,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p4e3,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p4e3,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p4e5,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p4e5,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p4e5,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p4e5,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p4e5,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p4e5,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p4e5,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p4e5,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p4e5,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p4e5,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p4e6,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p4e6,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p4e6,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p4e6,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p4e6,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p4e6,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p4e6,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p4e6,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p4e6,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p4e6,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p4e7,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p4e7,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p4e7,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p4e7,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p4e7,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p4e7,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p4e7,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p4e7,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p4e7,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p4e7,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p5e1,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p5e1,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p5e1,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p5e1,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p5e1,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p5e1,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p5e1,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p5e1,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p5e1,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p5e1,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p5e3,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p5e3,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p5e3,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p5e3,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p5e3,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p5e3,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p5e3,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p5e3,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p5e3,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p5e3,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p5e5,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p5e5,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p5e5,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p5e5,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p5e5,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p5e5,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p5e5,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p5e5,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p5e5,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p5e5,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p5e6,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p5e6,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p5e6,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p5e6,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p5e6,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p5e6,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p5e6,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p5e6,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p5e6,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p5e6,04092234_04100152_04100253_ch4.jpg,0.0,0.0
p5e7,04230255_04230613_04230856_ch4.jpg,0.0,0.0
p5e7,05080211_05080528_05080803_ch4.jpg,0.0,0.0
p5e7,08190243_08190601_08190855_ch4.jpg,0.0,0.0
p5e7,08211016_08211338_08211519_ch4.jpg,0.0,0.0
p5e7,08220814_08221005_08221328_ch4.jpg,0.0,0.0
p5e7,03022237_03030155_03030226_ch4.jpg,0.0,0.0
p5e7,12300143_12300500_12300756_ch4.jpg,0.0,0.0
p5e7,08170150_08170507_08170734_ch4.jpg,0.0,0.0
p5e7,04052229_04060147_04060245_ch4.jpg,0.0,0.0
p5e7,04092234_04100152_04100253_ch4.jpg,0.0,0.0
