Image Name,IOU,Dice,mIoU,mDice
0.jpg,0.5486809938305385,0.7085784561395306,0.09485018406452507,0.12956668862178913
1.jpg,0.4934669811815668,0.6608341361402673,0.09485018406452507,0.12956668862178913
10.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
11.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
12.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
13.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
14.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
15.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
16.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
17.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
18.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
19.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
2.jpg,0.4966713172968297,0.6637012569919205,0.09485018406452507,0.12956668862178913
20.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
21.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
22.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
23.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
3.jpg,0.34071909532436007,0.5082632096650044,0.09485018406452507,0.12956668862178913
4.jpg,0.396866029915307,0.5682234679862167,0.09485018406452507,0.12956668862178913
5.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
6.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
7.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
8.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
9.jpg,0.0,0.0,0.09485018406452507,0.12956668862178913
