Model,Image,IOU,Dice
p3e5,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p3e5,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p4e1,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p4e1,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p4e1,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p4e1,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p4e1,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p4e3,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p4e3,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p4e3,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p4e3,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p4e3,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p4e5,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p4e5,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p4e5,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p4e5,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p4e5,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p4e6,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p4e6,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p4e6,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p4e6,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p4e6,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p4e7,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p4e7,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p4e7,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p4e7,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p4e7,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p5e1,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p5e1,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p5e1,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p5e1,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p5e1,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p5e3,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p5e3,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p5e3,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p5e3,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p5e3,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p5e5,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p5e5,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p5e5,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p5e5,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p5e5,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p5e6,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p5e6,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p5e6,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p5e6,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p5e6,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
p5e7,11271246_11271427_11271746_ch4.jpg,0.0,0.0
p5e7,12042203_12050122_12050255_ch4.jpg,0.0,0.0
p5e7,11270923_11271246_11271427_ch4.jpg,0.0,0.0
p5e7,12170733_12170818_12170915_12171056_12171335_ch4.jpg,0.0,0.0
p5e7,12160744_12160842_12160925_12161247_12161359_ch4.jpg,0.0,0.0
