Image Name,IOU,Dice,mIoU,mDice
03022237_03030155_03030226_ch4.jpg,0.21254524680940887,0.35057701536282104,0.13055955044854906,0.21367102785065786
04052229_04060147_04060245_ch4.jpg,0.388505850517589,0.5596027562617283,0.13055955044854906,0.21367102785065786
04092234_04100152_04100253_ch4.jpg,0.11839647132085475,0.21172540213941393,0.13055955044854906,0.21367102785065786
04230255_04230613_04230856_ch4.jpg,0.0016695528249828073,0.0033335401286266725,0.13055955044854906,0.21367102785065786
05080211_05080528_05080803_ch4.jpg,0.2489379819667826,0.39863946098390574,0.13055955044854906,0.21367102785065786
08170150_08170507_08170734_ch4.jpg,0.042253622148902596,0.08108126707544508,0.13055955044854906,0.21367102785065786
08190243_08190601_08190855_ch4.jpg,0.13610778971232268,0.23960365547143542,0.13055955044854906,0.21367102785065786
08211016_08211338_08211519_ch4.jpg,0.008492989609028515,0.016842932368466075,0.13055955044854906,0.21367102785065786
08220814_08221005_08221328_ch4.jpg,0.052855022884046164,0.10040323071121869,0.13055955044854906,0.21367102785065786
12300143_12300500_12300756_ch4.jpg,0.09583097669157264,0.17490101800351784,0.13055955044854906,0.21367102785065786
