Model,Image,IOU,Dice
default,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
default,09090835_09090928_09091250_09091431.jpg,0.0,0.0
default,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
default,07032112_07040030_07040251.jpg,0.0,0.0
default,06090855_06090917_06091036_06091358.jpg,0.0,0.0
default,05180056_05180245_05180604.jpg,0.0,0.0
default,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
default,05181248_05181749.jpg,0.0,0.0
default,05180245_05180604_05180745.jpg,0.0,0.0
p1e1,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p1e1,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p1e1,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p1e1,07032112_07040030_07040251.jpg,0.0,0.0
p1e1,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p1e1,05180056_05180245_05180604.jpg,0.0,0.0
p1e1,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p1e1,05181248_05181749.jpg,0.0,0.0
p1e1,05180245_05180604_05180745.jpg,0.0,0.0
p1e3,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p1e3,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p1e3,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p1e3,07032112_07040030_07040251.jpg,0.0,0.0
p1e3,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p1e3,05180056_05180245_05180604.jpg,0.0,0.0
p1e3,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p1e3,05181248_05181749.jpg,0.0,0.0
p1e3,05180245_05180604_05180745.jpg,0.0,0.0
p1e5,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p1e5,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p1e5,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p1e5,07032112_07040030_07040251.jpg,0.0,0.0
p1e5,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p1e5,05180056_05180245_05180604.jpg,0.0,0.0
p1e5,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p1e5,05181248_05181749.jpg,0.0,0.0
p1e5,05180245_05180604_05180745.jpg,0.0,0.0
p2e3,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p2e3,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p2e3,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p2e3,07032112_07040030_07040251.jpg,0.0,0.0
p2e3,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p2e3,05180056_05180245_05180604.jpg,0.0,0.0
p2e3,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p2e3,05181248_05181749.jpg,0.0,0.0
p2e3,05180245_05180604_05180745.jpg,0.0,0.0
p2e5,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p2e5,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p2e5,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p2e5,07032112_07040030_07040251.jpg,0.0,0.0
p2e5,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p2e5,05180056_05180245_05180604.jpg,0.0,0.0
p2e5,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p2e5,05181248_05181749.jpg,0.0,0.0
p2e5,05180245_05180604_05180745.jpg,0.0,0.0
p3e1,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p3e1,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p3e1,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p3e1,07032112_07040030_07040251.jpg,0.0,0.0
p3e1,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p3e1,05180056_05180245_05180604.jpg,0.0,0.0
p3e1,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p3e1,05181248_05181749.jpg,0.0,0.0
p3e1,05180245_05180604_05180745.jpg,0.0,0.0
p3e3,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p3e3,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p3e3,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p3e3,07032112_07040030_07040251.jpg,0.0,0.0
p3e3,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p3e3,05180056_05180245_05180604.jpg,0.0,0.0
p3e3,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p3e3,05181248_05181749.jpg,0.0,0.0
p3e3,05180245_05180604_05180745.jpg,0.0,0.0
p3e5,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p3e5,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p3e5,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p3e5,07032112_07040030_07040251.jpg,0.0,0.0
p3e5,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p3e5,05180056_05180245_05180604.jpg,0.0,0.0
p3e5,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p3e5,05181248_05181749.jpg,0.0,0.0
p3e5,05180245_05180604_05180745.jpg,0.0,0.0
p4e1,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p4e1,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p4e1,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p4e1,07032112_07040030_07040251.jpg,0.0,0.0
p4e1,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p4e1,05180056_05180245_05180604.jpg,0.0,0.0
p4e1,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p4e1,05181248_05181749.jpg,0.0,0.0
p4e1,05180245_05180604_05180745.jpg,0.0,0.0
p4e3,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p4e3,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p4e3,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p4e3,07032112_07040030_07040251.jpg,0.0,0.0
p4e3,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p4e3,05180056_05180245_05180604.jpg,0.0,0.0
p4e3,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p4e3,05181248_05181749.jpg,0.0,0.0
p4e3,05180245_05180604_05180745.jpg,0.0,0.0
p4e5,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p4e5,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p4e5,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p4e5,07032112_07040030_07040251.jpg,0.0,0.0
p4e5,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p4e5,05180056_05180245_05180604.jpg,0.0,0.0
p4e5,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p4e5,05181248_05181749.jpg,0.0,0.0
p4e5,05180245_05180604_05180745.jpg,0.0,0.0
p4e6,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p4e6,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p4e6,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p4e6,07032112_07040030_07040251.jpg,0.0,0.0
p4e6,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p4e6,05180056_05180245_05180604.jpg,0.0,0.0
p4e6,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p4e6,05181248_05181749.jpg,0.0,0.0
p4e6,05180245_05180604_05180745.jpg,0.0,0.0
p4e7,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p4e7,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p4e7,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p4e7,07032112_07040030_07040251.jpg,0.0,0.0
p4e7,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p4e7,05180056_05180245_05180604.jpg,0.0,0.0
p4e7,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p4e7,05181248_05181749.jpg,0.0,0.0
p4e7,05180245_05180604_05180745.jpg,0.0,0.0
p5e1,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p5e1,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p5e1,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p5e1,07032112_07040030_07040251.jpg,0.0,0.0
p5e1,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p5e1,05180056_05180245_05180604.jpg,0.0,0.0
