Model,Image,IOU,Dice
default,06160010_06160101_06160131_06160155_06160449.jpg,0.4076296005160368,0.5791716803434651
default,09090835_09090928_09091250_09091431.jpg,0.5769033255669198,0.7316914311909573
default,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.5039345683781881,0.6701549109568253
default,07032112_07040030_07040251.jpg,0.5605801196454978,0.7184252991417569
default,06090855_06090917_06091036_06091358.jpg,0.2269347232652357,0.36992142933455396
default,05180056_05180245_05180604.jpg,0.5681493982963467,0.7246113143474594
default,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.545343530675536,0.7057893857906701
default,05181248_05181749.jpg,0.47229964358111903,0.6415808706335488
default,05180245_05180604_05180745.jpg,0.5920612676920637,0.7437669387565053
p1e1,06160010_06160101_06160131_06160155_06160449.jpg,0.38431117393092934,0.5552381302241871
p1e1,09090835_09090928_09091250_09091431.jpg,0.6110666073193117,0.7585863980336338
p1e1,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.40770048293645705,0.5792432237943055
p1e1,07032112_07040030_07040251.jpg,0.41764401258663836,0.5892085867517666
p1e1,06090855_06090917_06091036_06091358.jpg,0.3117423817251702,0.4753103750679681
p1e1,05180056_05180245_05180604.jpg,0.5659681064163633,0.7228347807306905
p1e1,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.4512772586910644,0.6219035762995146
p1e1,05181248_05181749.jpg,0.41337777393983216,0.5849501549575518
p1e1,05180245_05180604_05180745.jpg,0.5680470031868766,0.7245280301322421
p1e3,06160010_06160101_06160131_06160155_06160449.jpg,0.0,0.0
p1e3,09090835_09090928_09091250_09091431.jpg,0.0,0.0
p1e3,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.0,0.0
p1e3,07032112_07040030_07040251.jpg,0.0,0.0
p1e3,06090855_06090917_06091036_06091358.jpg,0.0,0.0
p1e3,05180056_05180245_05180604.jpg,0.0,0.0
p1e3,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.0,0.0
p1e3,05181248_05181749.jpg,0.0,0.0
p1e3,05180245_05180604_05180745.jpg,0.0,0.0
p1e5,06160010_06160101_06160131_06160155_06160449.jpg,0.29047829860186786,0.4501870336240111
p1e5,09090835_09090928_09091250_09091431.jpg,0.22241353008117914,0.36389245473487014
p1e5,07060912_07061031_07061054_07061212_07061322_07061415_07061556.jpg,0.32709526769256225,0.49294918858581577
p1e5,07032112_07040030_07040251.jpg,0.17371491086938068,0.2960086972750624
p1e5,06090855_06090917_06091036_06091358.jpg,0.2786230228146626,0.4358173094698753
p1e5,05180056_05180245_05180604.jpg,0.1170050577370527,0.20949781189727817
p1e5,07030739_07030803_07030817_07030920_07030944_07031102_07031306.jpg,0.248521951281314,0.39810585793267744
p1e5,05181248_05181749.jpg,0.03159421587110039,0.06125318538049682
p1e5,05180245_05180604_05180745.jpg,0.12561592819083528,0.2231950082524748
p2e3,06160010_06160101_06160131_06160155_06160449.jpg,0.3897586714018831,0.5609012261225528
p2e3,09090835_09090928_09091250_09091431.jpg,0.5621639047233143,0.7197246115130065
