Image Name,IOU,Dice,mIoU,mDice
0.jpg,0.6132744853314575,0.7602853586387146,0.12870984616897235,0.15806488939073013
1.jpg,0.5477942442998125,0.7078385855448408,0.12870984616897235,0.15806488939073013
10.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
11.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
12.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
13.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
14.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
15.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
16.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
17.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
18.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
19.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
2.jpg,0.806971255318829,0.8931755310921576,0.12870984616897235,0.15806488939073013
20.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
21.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
22.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
23.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
3.jpg,0.4954757659002819,0.6626329589527031,0.12870984616897235,0.15806488939073013
4.jpg,0.6255205572049554,0.769624911149107,0.12870984616897235,0.15806488939073013
5.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
6.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
7.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
8.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
9.jpg,0.0,0.0,0.12870984616897235,0.15806488939073013
