Image Name,IOU,Dice,mIoU,mDice
03022237_03030155_03030226_ch4.jpg,0.4481992016352373,0.6189745183247611,0.19115085221085085,0.29942913908364255
04052229_04060147_04060245_ch4.jpg,0.3884448266202844,0.559539448990316,0.19115085221085085,0.29942913908364255
04092234_04100152_04100253_ch4.jpg,0.11850727454173013,0.21190255484084253,0.19115085221085085,0.29942913908364255
04230255_04230613_04230856_ch4.jpg,0.10783447779601932,0.19467615416799547,0.19115085221085085,0.29942913908364255
05080211_05080528_05080803_ch4.jpg,0.22467012989968763,0.3669071767400586,0.19115085221085085,0.29942913908364255
08170150_08170507_08170734_ch4.jpg,0.11449721964357973,0.20546882957715473,0.19115085221085085,0.29942913908364255
08190243_08190601_08190855_ch4.jpg,0.1491658488714426,0.2596071733561059,0.19115085221085085,0.29942913908364255
08211016_08211338_08211519_ch4.jpg,0.03492742416032058,0.067497340093502,0.19115085221085085,0.29942913908364255
08220814_08221005_08221328_ch4.jpg,0.0237421332376822,0.04638303429516071,0.19115085221085085,0.29942913908364255
12300143_12300500_12300756_ch4.jpg,0.30151998570252464,0.4633351604505288,0.19115085221085085,0.29942913908364255
