Image Name,IOU,Dice,mIoU,mDice
03022237_03030155_03030226_ch4.jpg,0.3017887987255225,0.4636524742277393,0.19602585667874692,0.3095228021826739
04052229_04060147_04060245_ch4.jpg,0.41129083685663814,0.5828576592656187,0.19602585667874692,0.3095228021826739
04092234_04100152_04100253_ch4.jpg,0.3216357044069824,0.4867236914597434,0.19602585667874692,0.3095228021826739
04230255_04230613_04230856_ch4.jpg,0.08954917474361188,0.16437839946909089,0.19602585667874692,0.3095228021826739
05080211_05080528_05080803_ch4.jpg,0.3026042964620725,0.46461430732872344,0.19602585667874692,0.3095228021826739
08170150_08170507_08170734_ch4.jpg,0.05438620471736464,0.10316182907939929,0.19602585667874692,0.3095228021826739
08190243_08190601_08190855_ch4.jpg,0.14490809012654754,0.25313488720396893,0.19602585667874692,0.3095228021826739
08211016_08211338_08211519_ch4.jpg,0.05117391416154499,0.09736526653130122,0.19602585667874692,0.3095228021826739
08220814_08221005_08221328_ch4.jpg,0.06360496589619627,0.1196026117508817,0.19602585667874692,0.3095228021826739
12300143_12300500_12300756_ch4.jpg,0.21931658069098828,0.35973689551027227,0.19602585667874692,0.3095228021826739
