Image Name,IOU,Dice,mIoU,mDice
03022237_03030155_03030226_ch4.jpg,0.6227127489558579,0.7674959716148719,0.3310923278046156,0.47893943642240994
04052229_04060147_04060245_ch4.jpg,0.5450517185978458,0.7055449497735743,0.3310923278046156,0.47893943642240994
04092234_04100152_04100253_ch4.jpg,0.3058005450176527,0.46837251858172363,0.3310923278046156,0.47893943642240994
04230255_04230613_04230856_ch4.jpg,0.15704866511579346,0.2714642345662731,0.3310923278046156,0.47893943642240994
05080211_05080528_05080803_ch4.jpg,0.3986999282687265,0.5701007345617393,0.3310923278046156,0.47893943642240994
08170150_08170507_08170734_ch4.jpg,0.25325896773164586,0.4041606312062312,0.3310923278046156,0.47893943642240994
08190243_08190601_08190855_ch4.jpg,0.2032164629629891,0.3377887009001805,0.3310923278046156,0.47893943642240994
08211016_08211338_08211519_ch4.jpg,0.16252827375311169,0.27961173491016206,0.3310923278046156,0.47893943642240994
08220814_08221005_08221328_ch4.jpg,0.25247918123450513,0.40316707058659323,0.3310923278046156,0.47893943642240994
12300143_12300500_12300756_ch4.jpg,0.4101267864080279,0.5816878175227508,0.3310923278046156,0.47893943642240994
